P07-2056	A92-1018	0.02830188679245283 0.02830188679245283 0.0 0.0 0.009433962264150943 0.0	0
C08-1026	A92-1018	0.005 0.005 0.0 0.0 0.005 0.0	1
I08-3015	A92-1018	0.011560693641618497 0.011560693641618497 0.0 0.0 0.005780346820809248 0.0	1
C08-1009	C98-2122	0.023255813953488372 0.03255813953488372 0.0 0.0 0.0 0.0	0
C08-1029	C98-2122	0.01507537688442211 0.05527638190954774 0.0 0.0 0.005025125628140704 0.0	0
C08-1051	C98-2122	0.020833333333333332 0.0625 0.0 0.0 0.020833333333333332 0.0	1
C08-1054	C98-2122	0.004608294930875576 0.013824884792626729 0.0 0.0 0.0 0.0	1
C08-1058	C98-2122	0.006289308176100629 0.018867924528301886 0.0 0.0 0.006289308176100629 0.0	1
C08-1086	C98-2122	0.011049723756906077 0.04419889502762431 0.0 0.0 0.0055248618784530384 0.0	1
C08-1100	C98-2122	0.011049723756906077 0.016574585635359115 0.0 0.0 0.011049723756906077 0.0	1
C08-1107	C98-2122	0.009900990099009901 0.06435643564356436 0.0 0.0 0.0 0.0	0
C08-1117	C98-2122	0.014084507042253521 0.056338028169014086 0.0 0.0 0.004694835680751174 0.004694835680751174	1
D08-1007	C98-2122	0.019762845849802372 0.03557312252964427 0.0 0.0 0.003952569169960474 0.003952569169960474	1
D08-1048	C98-2122	0.00851063829787234 0.01276595744680851 0.0 0.0 0.00851063829787234 0.0	1
D08-1084	C98-2122	0.004424778761061947 0.008849557522123894 0.0 0.0 0.0 0.0	1
D08-1103	C98-2122	0.011811023622047244 0.031496062992125984 0.0 0.0 0.0 0.0	0
I08-1021	C98-2122	0.00558659217877095 0.00558659217877095 0.0 0.0 0.0 0.00558659217877095	1
I08-1060	C98-2122	0.006172839506172839 0.018518518518518517 0.0 0.0 0.006172839506172839 0.0	1
I08-1072	C98-2122	0.017391304347826087 0.017391304347826087 0.0 0.0 0.017391304347826087 0.0	1
I08-1073	C98-2122	0.0379746835443038 0.0379746835443038 0.0 0.0 0.0 0.006329113924050633	0
I08-2102	C98-2122	0.006369426751592357 0.006369426751592357 0.0 0.0 0.0 0.0	0
W08-1901	C98-2122	0.007518796992481203 0.015037593984962405 0.0 0.0 0.0 0.0	1
W08-1902	C98-2122	0.004366812227074236 0.004366812227074236 0.0 0.0 0.004366812227074236 0.0	1
W08-2005	C98-2122	0.010471204188481676 0.010471204188481676 0.0 0.005235602094240838 0.005235602094240838 0.0	0
W08-2211	C98-2122	0.016483516483516484 0.016483516483516484 0.0 0.0 0.0 0.0	1
D09-1028	C98-2122	0.00398406374501992 0.00796812749003984 0.0 0.0 0.0 0.00398406374501992	1
D09-1084	C98-2122	0.014652014652014652 0.014652014652014652 0.0 0.0 0.003663003663003663 0.0	1
D09-1089	C98-2122	0.003968253968253968 0.011904761904761904 0.0 0.0 0.0 0.0	1
E09-1077	C98-2122	0.01 0.015 0.0 0.0 0.0 0.005	1
N09-2059	C98-2122	0.013888888888888888 0.027777777777777776 0.0 0.0 0.013888888888888888 0.0	1
P09-1031	C98-2122	0.008 0.016 0.0 0.0 0.008 0.0	1
P09-1051	C98-2122	0.00881057268722467 0.048458149779735685 0.0 0.0 0.0 0.0	1
P09-1052	C98-2122	0.004132231404958678 0.02066115702479339 0.0 0.0 0.004132231404958678 0.0	1
P09-2062	C98-2122	0.012658227848101266 0.012658227848101266 0.0 0.0 0.0 0.0	1
W09-0201	C98-2122	0.006097560975609756 0.012195121951219513 0.0 0.0 0.006097560975609756 0.0	1
W09-0203	C98-2122	0.01764705882352941 0.023529411764705882 0.0 0.0 0.0058823529411764705 0.0	0
W09-0805	C98-2122	0.0037593984962406013 0.015037593984962405 0.0 0.0 0.0037593984962406013 0.0	1
W09-1108	C98-2122	0.00390625 0.01171875 0.0 0.0 0.0 0.0	1
W09-1316	C98-2122	0.006535947712418301 0.032679738562091505 0.0 0.0 0.006535947712418301 0.0	1
C08-1008	D07-1031	0.023255813953488372 0.023255813953488372 0.0 0.0 0.005813953488372093 0.005813953488372093	0
C08-1042	D07-1031	0.04433497536945813 0.04433497536945813 0.0 0.0 0.014778325123152709 0.009852216748768473	0
D08-1036	D07-1031	0.0945945945945946 0.10810810810810811 0.006756756756756757 0.0 0.006756756756756757 0.0	0
D08-1109	D07-1031	0.004291845493562232 0.008583690987124463 0.0 0.0 0.004291845493562232 0.004291845493562232	1
P08-1012	D07-1031	0.02030456852791878 0.025380710659898477 0.0 0.0 0.0 0.0	1
P08-1100	D07-1031	0.004694835680751174 0.004694835680751174 0.0 0.0 0.004694835680751174 0.004694835680751174	0
D09-1071	D07-1031	0.026905829596412557 0.04484304932735426 0.0 0.0 0.008968609865470852 0.004484304932735426	0
D09-1075	D07-1031	0.010050251256281407 0.010050251256281407 0.0 0.0 0.0 0.0	1
E09-1042	D07-1031	0.016574585635359115 0.016574585635359115 0.0 0.0 0.0 0.0055248618784530384	1
N09-1009	D07-1031	0.017241379310344827 0.017241379310344827 0.0 0.0 0.01293103448275862 0.0	1
N09-1069	D07-1031	0.005076142131979695 0.01015228426395939 0.0 0.0 0.0 0.0	1
P09-1056	D07-1031	0.009259259259259259 0.009259259259259259 0.0 0.0 0.009259259259259259 0.004629629629629629	1
P09-1057	D07-1031	0.0045662100456621 0.0365296803652968 0.0 0.0 0.0 0.0	1
P91-1017	J90-1003	0.009615384615384616 0.009615384615384616 0.0 0.0 0.004807692307692308 0.004807692307692308	1
P91-1019	J90-1003	0.0070921985815602835 0.0070921985815602835 0.0 0.0 0.0070921985815602835 0.0	1
P91-1027	J90-1003	0.010638297872340425 0.047872340425531915 0.0 0.0 0.0 0.0	0
W91-0211	J90-1003	0.008928571428571428 0.008928571428571428 0.0 0.0 0.004464285714285714 0.0	1
A92-1013	J90-1003	0.008888888888888889 0.03111111111111111 0.0 0.0 0.0044444444444444444 0.0	0
C92-1033	J90-1003	0.00392156862745098 0.01568627450980392 0.0 0.0 0.0 0.0	1
H92-1040	J90-1003	0.007194244604316547 0.007194244604316547 0.0 0.0 0.0 0.0	0
H92-1047	J90-1003	0.007194244604316547 0.007194244604316547 0.0 0.0 0.0 0.0	1
J92-1001	J90-1003	0.006342494714587738 0.006342494714587738 0.0 0.0 0.004228329809725159 0.0021141649048625794	1
P92-1014	J90-1003	0.005128205128205128 0.005128205128205128 0.0 0.0 0.0 0.0	0
P92-1052	J90-1003	0.017241379310344827 0.017241379310344827 0.0 0.0 0.017241379310344827 0.0	1
H93-1049	J90-1003	0.03164556962025317 0.03164556962025317 0.0 0.0 0.0 0.0	0
J93-1006	J90-1003	0.002551020408163265 0.015306122448979591 0.0 0.0 0.002551020408163265 0.0	1
J93-2005	J90-1003	0.004889975550122249 0.004889975550122249 0.0 0.0 0.0024449877750611247 0.0	1
J93-3004	J90-1003	0.02459016393442623 0.040983606557377046 0.0 0.0 0.00819672131147541 0.00819672131147541	0
P93-1022	J90-1003	0.011235955056179775 0.03932584269662921 0.0 0.0 0.011235955056179775 0.0	1
P93-1043	J90-1003	0.014285714285714285 0.014285714285714285 0.0 0.0 0.014285714285714285 0.0	1
W93-0111	J90-1003	0.002702702702702703 0.021621621621621623 0.0 0.0 0.002702702702702703 0.0	1
W93-0310	J90-1003	0.015384615384615385 0.015384615384615385 0.0 0.0 0.0 0.007692307692307693	1
A94-1006	J90-1003	0.0056179775280898875 0.0449438202247191 0.0 0.0 0.0056179775280898875 0.0	1
C94-1074	J90-1003	0.007633587786259542 0.015267175572519083 0.0 0.0 0.003816793893129771 0.0	1
C94-1084	J90-1003	0.016 0.016 0.0 0.0 0.0 0.0	1
J94-4003	J90-1003	0.0027662517289073307 0.02074688796680498 0.0 0.0 0.0027662517289073307 0.0013831258644536654	1
J94-4005	J90-1003	0.004347826086956522 0.008695652173913044 0.0 0.0 0.004347826086956522 0.0	1
E95-1037	J90-1003	0.0078125 0.0078125 0.0 0.0 0.0078125 0.0078125	1
W95-0111	J90-1003	0.021164021164021163 0.042328042328042326 0.0 0.0 0.0 0.0	1
C96-1055	J90-1003	0.005405405405405406 0.005405405405405406 0.0 0.0 0.005405405405405406 0.0	1
C96-1083	J90-1003	0.015748031496062992 0.015748031496062992 0.0 0.0 0.007874015748031496 0.007874015748031496	1
C96-1097	J90-1003	0.005405405405405406 0.005405405405405406 0.0 0.0 0.005405405405405406 0.0	1
C96-2100	J90-1003	0.029411764705882353 0.051470588235294115 0.0 0.0 0.029411764705882353 0.007352941176470588	0
C96-2163	J90-1003	0.007352941176470588 0.007352941176470588 0.0 0.0 0.0 0.0	1
C96-2208	J90-1003	0.01 0.01 0.0 0.0 0.0 0.0	1
W96-0103	J90-1003	0.006349206349206349 0.006349206349206349 0.0 0.0 0.0 0.0	1
W96-0306	J90-1003	0.008064516129032258 0.008064516129032258 0.0 0.0 0.008064516129032258 0.0	1
A97-1021	J90-1003	0.006134969325153374 0.006134969325153374 0.0 0.0 0.006134969325153374 0.0	1
A97-1045	J90-1003	0.01 0.03 0.0 0.0 0.0 0.0	1
P97-1007	J90-1003	0.006060606060606061 0.006060606060606061 0.0 0.0 0.006060606060606061 0.0	1
P97-1024	J90-1003	0.004329004329004329 0.004329004329004329 0.0 0.0 0.0 0.0	1
W97-0205	J90-1003	0.005988023952095809 0.005988023952095809 0.0 0.0 0.0 0.0	1
W97-0709	J90-1003	0.058823529411764705 0.11764705882352941 0.0 0.0 0.0 0.0	1
W97-0711	J90-1003	0.07692307692307693 0.11538461538461539 0.0 0.0 0.07692307692307693 0.038461538461538464	1
C98-1062	J90-1003	0.014184397163120567 0.014184397163120567 0.0 0.0 0.0 0.0	1
C98-1097	J90-1003	0.007518796992481203 0.007518796992481203 0.0 0.0 0.0 0.0	1
C98-2226	J90-1003	0.007194244604316547 0.02158273381294964 0.0 0.0 0.0 0.0	1
C98-2238	J90-1003	0.0125 0.0125 0.0 0.0 0.0 0.0	1
W98-1104	J90-1003	0.00796812749003984 0.02390438247011952 0.0 0.0 0.0 0.0	1
E99-1005	J90-1003	0.006289308176100629 0.006289308176100629 0.0 0.0 0.0 0.0	1
E99-1013	J90-1003	0.006493506493506494 0.006493506493506494 0.0 0.0 0.0 0.0	1
P99-1004	J90-1003	0.004016064257028112 0.01606425702811245 0.0 0.0 0.004016064257028112 0.0	1
P99-1029	J90-1003	0.012987012987012988 0.012987012987012988 0.0 0.0 0.0 0.006493506493506494	0
P99-1051	J90-1003	0.005376344086021506 0.005376344086021506 0.0 0.0 0.005376344086021506 0.0	1
C00-1059	J90-1003	0.011049723756906077 0.011049723756906077 0.0 0.0 0.0 0.0	1
C00-2128	J90-1003	0.006211180124223602 0.006211180124223602 0.0 0.0 0.006211180124223602 0.0	1
J00-3001	J90-1003	0.009433962264150943 0.009433962264150943 0.0031446540880503146 0.0 0.0 0.0	0
W00-1106	J90-1003	0.005847953216374269 0.005847953216374269 0.0 0.0 0.005847953216374269 0.0	1
W00-1313	J90-1003	0.008333333333333333 0.008333333333333333 0.0 0.0 0.0 0.0	1
P01-1059	J90-1003	0.005494505494505495 0.005494505494505495 0.0 0.0 0.0 0.0	1
W01-0513	J90-1003	0.009478672985781991 0.014218009478672985 0.0 0.0 0.009478672985781991 0.0	1
C02-1033	J90-1003	0.00625 0.00625 0.0 0.0 0.0 0.0	1
C02-1086	J90-1003	0.013333333333333334 0.013333333333333334 0.0 0.0 0.006666666666666667 0.0	0
J02-2003	J90-1003	0.003067484662576687 0.003067484662576687 0.0 0.0 0.0 0.0	1
W02-1115	J90-1003	0.008928571428571428 0.026785714285714284 0.0 0.0 0.008928571428571428 0.0	1
N03-1032	J90-1003	0.014925373134328358 0.014925373134328358 0.0 0.0 0.004975124378109453 0.0	0
W03-1805	J90-1003	0.012903225806451613 0.01935483870967742 0.0 0.0 0.0064516129032258064 0.0	0
C04-1105	J90-1003	0.005813953488372093 0.011627906976744186 0.0 0.0 0.0 0.0	0
C04-1141	J90-1003	0.006578947368421052 0.006578947368421052 0.0 0.0 0.006578947368421052 0.0	1
C04-1194	J90-1003	0.005988023952095809 0.005988023952095809 0.0 0.0 0.0 0.0	1
J04-3002	J90-1003	0.0016286644951140066 0.0016286644951140066 0.0 0.0 0.0 0.0016286644951140066	1
P04-1022	J90-1003	0.005076142131979695 0.005076142131979695 0.0 0.0 0.005076142131979695 0.0	1
P04-3019	J90-1003	0.034482758620689655 0.034482758620689655 0.0 0.0 0.0 0.0	1
W04-1113	J90-1003	0.015384615384615385 0.015384615384615385 0.0 0.0 0.0 0.0	0
W04-1114	J90-1003	0.003676470588235294 0.007352941176470588 0.0 0.0 0.0 0.0	1
W04-2105	J90-1003	0.006289308176100629 0.012578616352201259 0.0 0.0 0.006289308176100629 0.0	1
P05-1014	J90-1003	0.010050251256281407 0.010050251256281407 0.0 0.0 0.010050251256281407 0.0	1
P05-1075	J90-1003	0.012987012987012988 0.025974025974025976 0.0 0.0 0.012987012987012988 0.0	1
W05-0101	J90-1003	0.0049261083743842365 0.0049261083743842365 0.0 0.0 0.0049261083743842365 0.0	1
W05-0829	J90-1003	0.012345679012345678 0.012345679012345678 0.0 0.0 0.0 0.0	1
P06-1036	J90-1003	0.011976047904191617 0.011976047904191617 0.0 0.0 0.0 0.0	1
P06-2033	J90-1003	0.003067484662576687 0.006134969325153374 0.0 0.0 0.0 0.0	1
P06-2069	J90-1003	0.005376344086021506 0.005376344086021506 0.0 0.0 0.005376344086021506 0.0	1
W06-0308	J90-1003	0.006289308176100629 0.006289308176100629 0.006289308176100629 0.0 0.0 0.0	1
W06-1101	J90-1003	0.004291845493562232 0.008583690987124463 0.0 0.0 0.0 0.0	1
W06-1605	J90-1003	0.0045871559633027525 0.0045871559633027525 0.0 0.0 0.0 0.0	1
W06-3307	J90-1003	0.006756756756756757 0.006756756756756757 0.0 0.0 0.006756756756756757 0.0	1
D07-1039	J90-1003	0.004901960784313725 0.004901960784313725 0.0 0.0 0.0 0.0	1
W07-2201	J90-1003	0.010582010582010581 0.010582010582010581 0.0 0.0 0.0 0.0	1
C08-1117	J90-1003	0.004694835680751174 0.004694835680751174 0.0 0.0 0.0 0.0	1
D08-1007	J90-1003	0.003952569169960474 0.003952569169960474 0.003952569169960474 0.0 0.0 0.0	0
D08-1044	J90-1003	0.004651162790697674 0.004651162790697674 0.0 0.0 0.004651162790697674 0.0	1
I08-1014	J90-1003	0.006329113924050633 0.006329113924050633 0.0 0.0 0.006329113924050633 0.0	0
P08-1013	J90-1003	0.004807692307692308 0.004807692307692308 0.0 0.0 0.0 0.0	1
P08-2046	J90-1003	0.010638297872340425 0.010638297872340425 0.0 0.0 0.010638297872340425 0.0	1
W08-1901	J90-1003	0.005263157894736842 0.005263157894736842 0.0 0.0 0.0 0.0	1
W08-1914	J90-1003	0.006711409395973154 0.013422818791946308 0.0 0.0 0.0 0.0	1
W08-2005	J90-1003	0.005235602094240838 0.005235602094240838 0.0 0.0 0.0 0.0	1
D09-1051	J90-1003	0.004219409282700422 0.004219409282700422 0.0 0.0 0.004219409282700422 0.0	0
J09-3004	J90-1003	0.005305039787798408 0.005305039787798408 0.0 0.0 0.005305039787798408 0.0	0
N09-1032	J90-1003	0.004048582995951417 0.004048582995951417 0.0 0.0 0.0 0.0	1
P09-1072	J90-1003	0.0091324200913242 0.0091324200913242 0.0 0.0 0.0045662100456621 0.0	1
W09-0211	J90-1003	0.006329113924050633 0.006329113924050633 0.0 0.0 0.0 0.0	1
W09-0304	J90-1003	0.012121212121212121 0.012121212121212121 0.0 0.0 0.006060606060606061 0.0	0
A94-1006	J93-1007	0.016853932584269662 0.02247191011235955 0.0 0.0 0.011235955056179775 0.0	1
C94-1074	J93-1007	0.007633587786259542 0.026717557251908396 0.0 0.0 0.0 0.0	0
C94-1091	J93-1007	0.00641025641025641 0.01282051282051282 0.0 0.0 0.0 0.0	1
C94-1096	J93-1007	0.02608695652173913 0.02608695652173913 0.0 0.0 0.008695652173913044 0.0	1
C94-2202	J93-1007	0.007042253521126761 0.02112676056338028 0.0 0.0 0.007042253521126761 0.007042253521126761	1
J94-4003	J93-1007	0.0027662517289073307 0.0027662517289073307 0.0 0.0 0.0027662517289073307 0.0013831258644536654	1
W94-0311	J93-1007	0.005952380952380952 0.005952380952380952 0.0 0.0 0.0 0.0	1
E95-1003	J93-1007	0.013245033112582781 0.013245033112582781 0.0 0.0 0.006622516556291391 0.0	1
P95-1007	J93-1007	0.0053475935828877 0.0053475935828877 0.0 0.0 0.0 0.0	1
P95-1027	J93-1007	0.00510204081632653 0.00510204081632653 0.0 0.0 0.00510204081632653 0.0	1
W95-0111	J93-1007	0.010582010582010581 0.010582010582010581 0.0 0.0 0.0 0.0	1
C96-1009	J93-1007	0.02717391304347826 0.03260869565217391 0.0 0.0 0.010869565217391304 0.0	0
C96-1039	J93-1007	0.0023584905660377358 0.0047169811320754715 0.0 0.0 0.0023584905660377358 0.0	1
C96-1083	J93-1007	0.007874015748031496 0.007874015748031496 0.0 0.0 0.007874015748031496 0.007874015748031496	1
C96-1089	J93-1007	0.005208333333333333 0.010416666666666666 0.0 0.0 0.0 0.0	0
C96-1097	J93-1007	0.010810810810810811 0.010810810810810811 0.0 0.0 0.005405405405405406 0.0	1
C96-2100	J93-1007	0.014705882352941176 0.029411764705882353 0.0 0.0 0.0 0.0	0
W96-0103	J93-1007	0.0031746031746031746 0.0031746031746031746 0.0 0.0 0.0 0.0	1
W96-0304	J93-1007	0.004424778761061947 0.008849557522123894 0.0 0.0 0.0 0.0	1
A97-1026	J93-1007	0.010050251256281407 0.010050251256281407 0.0 0.0 0.0 0.0	1
A97-1045	J93-1007	0.01 0.01 0.0 0.0 0.0 0.0	1
A97-1050	J93-1007	0.0035087719298245615 0.014035087719298246 0.0 0.0 0.0035087719298245615 0.0	1
A97-1054	J93-1007	0.005319148936170213 0.005319148936170213 0.0 0.0 0.005319148936170213 0.0	1
P97-1061	J93-1007	0.01764705882352941 0.029411764705882353 0.0 0.0 0.011764705882352941 0.011764705882352941	0
W97-0205	J93-1007	0.005988023952095809 0.005988023952095809 0.0 0.0 0.005988023952095809 0.0	1
W97-1004	J93-1007	0.012422360248447204 0.012422360248447204 0.0 0.0 0.006211180124223602 0.006211180124223602	0
C98-1089	J93-1007	0.006802721088435374 0.006802721088435374 0.0 0.0 0.0 0.0	1
C98-2120	J93-1007	0.006329113924050633 0.006329113924050633 0.0 0.0 0.0 0.0	1
C98-2122	J93-1007	0.009174311926605505 0.009174311926605505 0.0 0.0 0.0 0.0	1
C98-2211	J93-1007	0.014814814814814815 0.014814814814814815 0.0 0.0 0.0 0.0	1
J98-2002	J93-1007	0.007653061224489796 0.007653061224489796 0.0 0.0 0.00510204081632653 0.002551020408163265	0
P99-1029	J93-1007	0.006493506493506494 0.006493506493506494 0.0 0.0 0.0 0.0	1
P99-1041	J93-1007	0.007633587786259542 0.015267175572519083 0.0 0.0 0.007633587786259542 0.0	1
P99-1043	J93-1007	0.011904761904761904 0.023809523809523808 0.0 0.0 0.011904761904761904 0.0	1
W99-0610	J93-1007	0.007352941176470588 0.014705882352941176 0.0 0.003676470588235294 0.0 0.0	0
A00-1042	J93-1007	0.011235955056179775 0.011235955056179775 0.0 0.0 0.0 0.0	1
C00-2113	J93-1007	0.007246376811594203 0.007246376811594203 0.0 0.0 0.0 0.0	1
C00-2121	J93-1007	0.007633587786259542 0.007633587786259542 0.0 0.0 0.0 0.0	1
J00-3001	J93-1007	0.0031446540880503146 0.0031446540880503146 0.0 0.0 0.0 0.0	1
W00-1203	J93-1007	0.004878048780487805 0.00975609756097561 0.0 0.0 0.0 0.0	1
W01-0513	J93-1007	0.004739336492890996 0.004739336492890996 0.0 0.0 0.004739336492890996 0.0	1
C02-1007	J93-1007	0.005649717514124294 0.005649717514124294 0.0 0.0 0.005649717514124294 0.0	1
C02-2003	J93-1007	0.007194244604316547 0.007194244604316547 0.0 0.0 0.0 0.0	1
W02-0909	J93-1007	0.003215434083601286 0.006430868167202572 0.0 0.0 0.0 0.0	1
W02-1606	J93-1007	0.005154639175257732 0.010309278350515464 0.0 0.0 0.0 0.0	1
W02-2001	J93-1007	0.01775147928994083 0.03550295857988166 0.0 0.0 0.0 0.005917159763313609	0
W03-1705	J93-1007	0.0048543689320388345 0.0048543689320388345 0.0 0.0 0.0048543689320388345 0.0	1
W03-1717	J93-1007	0.009174311926605505 0.009174311926605505 0.0 0.0 0.0 0.0	1
W03-1805	J93-1007	0.0064516129032258064 0.012903225806451613 0.0 0.0 0.0064516129032258064 0.0	1
W03-1806	J93-1007	0.014778325123152709 0.014778325123152709 0.0 0.0 0.014778325123152709 0.009852216748768473	0
W03-1807	J93-1007	0.015789473684210527 0.015789473684210527 0.0 0.0 0.005263157894736842 0.0	0
C04-1141	J93-1007	0.006578947368421052 0.013157894736842105 0.0 0.0 0.0 0.0	1
P04-1022	J93-1007	0.015228426395939087 0.025380710659898477 0.0 0.0 0.015228426395939087 0.005076142131979695	1
P04-3019	J93-1007	0.034482758620689655 0.06896551724137931 0.0 0.0 0.0 0.0	1
W04-0407	J93-1007	0.005952380952380952 0.005952380952380952 0.0 0.0 0.005952380952380952 0.0	1
W04-0412	J93-1007	0.005154639175257732 0.005154639175257732 0.0 0.0 0.005154639175257732 0.0	1
W04-1113	J93-1007	0.020512820512820513 0.035897435897435895 0.0 0.0 0.0 0.005128205128205128	0
W04-2105	J93-1007	0.006289308176100629 0.006289308176100629 0.0 0.0 0.006289308176100629 0.0	1
P05-1075	J93-1007	0.012987012987012988 0.012987012987012988 0.0 0.0 0.012987012987012988 0.0	0
W05-1006	J93-1007	0.006756756756756757 0.006756756756756757 0.0 0.0 0.0 0.0	1
